CITY.NAME,Year,Population,Levy.Rate,Adjusted.Amount,CITY.SIZE
IRETON,2020,588.4205414,11.71659,18891861.07,RURAL
IRWIN,2020,311.836843,12.86284,5946482.502,RURAL
JACKSON JUNCTION,2020,46.24504443,4.19423,6302333.378,RURAL
JAMAICA,2020,214.2719053,12.49454,2309445.295,RURAL
JANESVILLE,2020,952.143124,9.83011,33852274.98,RURAL PLUS
JEFFERSON,2020,4138.271246,14.59724,141283417.1,URBAN CLUSTER
JESUP,2020,2755.596185,14.42513,78834476.78,URBAN CLUSTER
JEWELL JUNCTION,2020,1196.364693,10.16961,32186876.66,RURAL PLUS
JOHNSTON,2020,23434.22253,11.64912,1391625332,NANO- and MICROPOLITAN
JOICE,2020,209.8735654,8.1,12287811.79,RURAL
JOLLEY,2020,30.47062457,12.8088,591645.9718,RURAL
KALONA,2020,2614.594033,10.72373,94855641.78,URBAN CLUSTER
KAMRAR,2020,195.1747306,16.10756,4288185.063,RURAL
KANAWHA,2020,589.5466758,19.71378,15757290.86,RURAL
KELLERTON,2020,306.3517523,14.41796,2684058.743,RURAL
KELLEY,2020,335.8273398,9.25423,8656600.326,RURAL
KELLOGG,2020,565.0272754,8.1,11268719.25,RURAL
KENSETT,2020,237.8217718,13.38299,5353161.483,RURAL
KEOKUK,2020,9699.021761,18.36617,276085498.6,NANO- and MICROPOLITAN
KEOMAH VILLAGE,2020,92.50764434,3.4475,3301362.319,RURAL
KEOSAUQUA,2020,962.0789159,8.1,27275405.15,RURAL PLUS
KEOTA,2020,958.219736,15.91848,20547215.39,RURAL PLUS
KESWICK,2020,238.1069571,8.1,3726049.619,RURAL
KEYSTONE,2020,644.2128357,8.1,17749427.08,RURAL
KIMBALLTON,2020,302.7884938,15.11151,4206901.28,RURAL
KINGSLEY,2020,1425.546619,12.66259,44118816.36,RURAL PLUS
KINROSS,2020,67.05598714,8.1,860111.5569,RURAL
KIRKMAN,2020,53.40371894,11.15164,950337.0431,RURAL
KIRKVILLE,2020,184.4331503,11.42968,1783002.811,RURAL
KIRON,2020,260.9270313,12.03694,3108308.424,RURAL
KLEMME,2020,473.6257675,9.58059,7056306.501,RURAL
KNIERIM,2020,54.68848464,8.71126,4438962.089,RURAL
KNOXVILLE,2020,6853.640693,20.02637,186566731.4,NANO- and MICROPOLITAN
LA MOTTE,2020,263.214467,9.47844,6583214.111,RURAL
LA PORTE CITY,2020,2206.053922,15.88688,56017165.56,RURAL PLUS
LACONA,2020,443.882055,12.76228,5042327.105,RURAL
LADORA,2020,394.0548837,9.29193,3388463.199,RURAL
LAKE CITY,2020,1554.683244,21.05207,34734640.62,RURAL PLUS
LAKE MILLS,2020,1861.765938,13.55026,59937921.34,RURAL PLUS
LAKE PARK,2020,1127.433239,13.16502,54720416.67,RURAL PLUS
LAKE VIEW,2020,1012.021051,8.45001,69544095.03,RURAL PLUS
LAKESIDE,2020,664.3661678,8.09923,22214567.67,RURAL
LAKOTA,2020,415.8555151,16.50942,4331201.247,RURAL
LAMBS GROVE,2020,164.257017,11.89946,5036559.506,RURAL
LAMONI,2020,2211.665019,16.64803,35060760.2,RURAL PLUS
LAMONT,2020,437.7325578,13.42498,6092241.457,RURAL
LANESBORO,2020,160.3698587,11.6816,2638862.326,RURAL
LANSING,2020,1026.621381,18.48562,35323230.34,RURAL PLUS
LARCHWOOD,2020,865.6609442,6.85802,32656479.11,RURAL PLUS
LARRABEE,2020,117.2549604,8.76442,5171760.636,RURAL
LATIMER,2020,526.1513811,12.98726,11950023.46,RURAL
LAUREL,2020,241.8019959,8.1,3740842.988,RURAL
LAURENS,2020,1092.420734,22.01266,27429096.22,RURAL PLUS
LAWLER,2020,397.8416601,10.37845,8996047.998,RURAL
LAWTON,2020,1034.731386,8.1,28335332.85,RURAL PLUS
LE CLAIRE,2020,4082.273911,13.35596,226299261.7,URBAN CLUSTER
LE MARS,2020,9996.026564,11.9,461241908.7,NANO- and MICROPOLITAN
LE ROY,2020,5.319323129,8.1,296747.3259,RURAL
LEDYARD,2020,114.9809184,9.92418,4308519.758,RURAL
LE GRAND,2020,967.8133076,9.93722,17256585.32,RURAL PLUS
LEHIGH,2020,389.0481186,14.88032,6004803.526,RURAL
LEIGHTON,2020,169.4202731,9.27042,2902598.967,RURAL
LELAND,2020,258.9440455,12.6816,5088636.03,RURAL
LENOX,2020,1383.912918,13.4572,34790530,RURAL PLUS
LEON,2020,1843.429123,17.06452,27785807.4,RURAL PLUS
LESTER,2020,298.1035358,6.05239,14384884.37,RURAL
LETTS,2020,382.3943761,12.37759,6793104.901,RURAL
LEWIS,2020,413.267427,19.21247,5627894.353,RURAL
LIBERTYVILLE,2020,348.7839581,8.1,6152356.95,RURAL
LIDDERDALE,2020,167.7708002,8.1,10915959.98,RURAL
LIME SPRINGS,2020,497.5269175,12.34663,12144731.97,RURAL
LINCOLN,2020,143.6898817,8.1,5976108.523,RURAL
LINDEN,2020,219.2547911,11.04766,3278416.059,RURAL
LINEVILLE,2020,198.2331086,8.1,4264849.111,RURAL
LINN GROVE,2020,152.2500696,8.64802,3140998.556,RURAL
LISBON,2020,2397.566075,11.829,78188182.79,RURAL PLUS
LISCOMB,2020,307.4608239,10.70853,5688190.549,RURAL
LITTLE ROCK,2020,446.2536009,13.11464,8319362.743,RURAL
LITTLE SIOUX,2020,161.4484131,15.02435,1689266.169,RURAL
LIVERMORE,2020,351.4102485,11.99312,6922587.929,RURAL
LOCKRIDGE,2020,278.850872,8.01101,4495585.281,RURAL
LOGAN,2020,1468.419267,14.67572,34090861.56,RURAL PLUS
LOHRVILLE,2020,311.3730811,17.38912,7572825.981,RURAL
LONE ROCK,2020,133.3210739,14.0142,2250728.294,RURAL
LONE TREE,2020,1448.703032,8.25796,38693043.32,RURAL PLUS
LONG GROVE,2020,891.7237129,9.92845,34033063,RURAL PLUS
LORIMOR,2020,364.2649284,15.88194,3782580.888,RURAL
LOST NATION,2020,427.0510237,8.1,6279270.054,RURAL
LOVILIA,2020,522.3450058,10.42817,6945336.986,RURAL
LOW MOOR,2020,257.0987452,8.1,6103130.049,RURAL
LOWDEN,2020,794.2319707,11.67437,19111613.58,RURAL
LUANA,2020,290.5681046,8.61017,7913022.395,RURAL
LUCAS,2020,216.5994005,13.75523,2775623.795,RURAL
LUTHER,2020,125.1165939,9.82049,9312842.463,RURAL
LU VERNE,2020,225.6833232,12.85935,9695212.039,RURAL
LUXEMBURG,2020,243.7650866,8.98646,8282883.328,RURAL
LUZERNE,2020,95.55475592,8.1,1797807.965,RURAL
LYNNVILLE,2020,383.4370499,9.88196,9949271.59,RURAL
LYTTON,2020,284.135487,10.35677,4698126.92,RURAL
MACEDONIA,2020,263.4918425,13.40943,4914827.106,RURAL
MACKSBURG,2020,123.0089306,8.79602,3152514.898,RURAL
MADRID,2020,2502.956332,19.39631,63897578.75,URBAN CLUSTER
MAGNOLIA,2020,174.2745659,12.29136,2960470.588,RURAL
MAHARISHI VEDIC CITY,2020,1635.421721,3.54098,11881119.47,RURAL PLUS
MALCOM,2020,226.9444272,16.28767,9574100.318,RURAL
MALLARD,2020,239.8473047,12.2062,8283366.515,RURAL
MALOY,2020,26.33367874,8.09599,479884.502,RURAL
MALVERN,2020,1120.39846,17.25509,25204892.91,RURAL PLUS
MANCHESTER,2020,4948.851285,15.57523,172079972.4,URBAN CLUSTER
MANILLA,2020,755.2261931,10.55301,13632476.3,RURAL
MANLY,2020,1291.352651,14.90508,25112829.74,RURAL PLUS
MANNING,2020,1457.137376,15.46061,42486811.35,RURAL PLUS
MANSON,2020,1568.600739,18.39455,40259398.58,RURAL PLUS
MAPLETON,2020,1146.733025,12.62314,27347540.6,RURAL PLUS
MAQUOKETA,2020,5954.315397,13.66835,170752459.9,NANO- and MICROPOLITAN
MARATHON,2020,224.8754895,15.68547,6553509.523,RURAL
MARBLE ROCK,2020,284.7313002,13.99711,9315980.427,RURAL
MARCUS,2020,1034.734079,13.65962,32430480.52,RURAL PLUS
MARENGO,2020,2533.24308,15.92734,57785035.59,URBAN CLUSTER
MARION,2020,41717.35851,14.22338,1460688540,NANO- and MICROPOLITAN
MARNE,2020,112.6904971,13.97453,2521517.889,RURAL
MARQUETTE,2020,418.8549281,6.78949,21030791.76,RURAL
MARSHALLTOWN,2020,27500.55527,15.38434,728960297.9,NANO- and MICROPOLITAN
MARTELLE,2020,238.4399892,10.61772,6767435.511,RURAL
MARTENSDALE,2020,449.9779587,11.91572,9769908.77,RURAL
MARTINSBURG,2020,96.91178956,8.1,1326338.768,RURAL
MARYSVILLE,2020,62.59025316,9.60614,756579.974,RURAL
MASON CITY,2020,26871.50546,13.72143,985247528.4,NANO- and MICROPOLITAN
MASONVILLE,2020,113.0367081,11.07942,2708982.532,RURAL
MASSENA,2020,351.2963249,16.11501,6364308.551,RURAL
MATLOCK,2020,81.25808515,11.59485,1766455.829,RURAL
MAURICE,2020,274.0998703,10.29939,7511193.36,RURAL
MAXWELL,2020,934.9241283,9.37026,22294910.22,RURAL PLUS
MAYNARD,2020,483.6457539,14.71557,12346361.45,RURAL
MAYSVILLE,2020,180.7199245,6.00003,4005824.915,RURAL
MCCALLSBURG,2020,341.8305259,13.45518,7422122.808,RURAL
MCCAUSLAND,2020,302.6177279,9.76833,8917428.419,RURAL
MCCLELLAND,2020,149.2589948,8.09982,4701843.136,RURAL
MCGREGOR,2020,881.845689,14.34199,28008710.45,RURAL PLUS
MCINTIRE,2020,121.9847378,15.20965,1515998.571,RURAL
MECHANICSVILLE,2020,1148.261131,13.15523,25492965.66,RURAL PLUS
MEDIAPOLIS,2020,1511.549253,11.68447,45006045.3,RURAL PLUS
MELBOURNE,2020,836.5997155,11.30857,15649999.85,RURAL PLUS
MELCHER-DALLAS,2020,1237.315534,14.93788,21472980.63,RURAL PLUS
MELROSE,2020,98.79928926,13.37093,2198653.342,RURAL
MELVIN,2020,201.4175422,9.56998,4161719.791,RURAL
MENLO,2020,343.3389129,13.90141,6579587.461,RURAL
MERIDEN,2020,145.4592277,12.5292,2562641.396,RURAL
MERRILL,2020,742.664246,8.80196,19612389.03,RURAL
MESERVEY,2020,228.5200199,12.82879,3605285.164,RURAL
MIDDLETOWN,2020,373.3910849,13.27771,9762987.808,RURAL
MILES,2020,461.8451708,7.4925,8438630.498,RURAL
MILFORD,2020,3062.545113,13.08111,140897387.9,URBAN CLUSTER
MILLERSBURG,2020,143.6375233,8.1,1749750.926,RURAL
MILLERTON,2020,43.58065356,8.09936,950340.1858,RURAL
MILO,2020,756.190746,11.50102,15752466.85,RURAL
MILTON,2020,402.4761394,11.84578,5835928.606,RURAL
MINBURN,2020,389.870374,15.57652,8362395.427,RURAL
MINDEN,2020,608.6994849,9.57921,13611572,RURAL
MINGO,2020,309.7761858,13.07212,6670712.539,RURAL
MISSOURI VALLEY,2020,2645.404467,19.42353,71477520.53,URBAN CLUSTER
MITCHELL,2020,110.8848621,9.63043,2736370.967,RURAL
MITCHELLVILLE,2020,2426.684683,9.45474,45959453.52,RURAL PLUS
MODALE,2020,266.3350052,13.54735,6278632.09,RURAL
MONDAMIN,2020,364.102347,16.52672,10035886.14,RURAL
MONMOUTH,2020,154.4993117,11.64385,1869010.824,RURAL
MONONA,2020,1470.006932,14.52875,38246383.99,RURAL PLUS
MONROE,2020,1868.754711,13.10407,48001937.79,RURAL PLUS
MONTEZUMA,2020,1317.549825,14.8777,40658169.79,RURAL PLUS
MONTICELLO,2020,3827.833144,13.86897,121530859.2,URBAN CLUSTER
MONTOUR,2020,232.2289791,15.68547,4402110.266,RURAL
MONTROSE,2020,784.8383526,12.30627,15512300.29,RURAL
MOORHEAD,2020,185.362865,14.13109,3102569.895,RURAL
MOORLAND,2020,136.0034018,9.54261,5685274.145,RURAL
MORAVIA,2020,645.8711246,12.3328,10297350.63,RURAL
MORLEY,2020,116.5858069,8.1,973911.8386,RURAL
MORNING SUN,2020,821.2095587,11.50228,13344140.35,RURAL PLUS
MORRISON,2020,80.17126724,8.68889,2176708.81,RURAL
MOULTON,2020,611.6516945,12.76549,5845589.197,RURAL
MOUNT AUBURN,2020,153.3867679,8.1,1987507.052,RURAL
MOUNT AYR,2020,1648.680648,17.80245,42173621.54,RURAL PLUS
MOUNT PLEASANT,2020,8749.824885,12.18158,267510535.6,NANO- and MICROPOLITAN
MOUNT VERNON,2020,4630.359375,12.99739,130065753,URBAN CLUSTER
MOVILLE,2020,1679.392007,9.37031,43771038.24,RURAL PLUS
MURRAY,2020,754.9418905,15.93264,9686532.749,RURAL
MUSCATINE,2020,23501.30921,15.67209,769244354.7,NANO- and MICROPOLITAN
MYSTIC,2020,424.627105,17.61511,4149317.214,RURAL
NASHUA,2020,1628.053316,13.2514,38377147.66,RURAL PLUS
NEMAHA,2020,74.55173128,9.8727,3427652.387,RURAL
NEOLA,2020,831.0024912,12.36168,25171918.37,RURAL PLUS
NEVADA,2020,7002.825593,14.618,230387763.4,NANO- and MICROPOLITAN
NEW ALBIN,2020,496.2024333,9.58067,10114511.22,RURAL
NEW HAMPTON,2020,3329.881773,13.22579,119362851.6,URBAN CLUSTER
NEW HARTFORD,2020,475.416284,17.14533,9526733.096,RURAL
NEW LIBERTY,2020,141.1326109,3.4593,3670601.788,RURAL
NEW LONDON,2020,1808.264326,11.87407,35972890.92,RURAL PLUS
NEW MARKET,2020,388.4430012,11.40102,6086490.357,RURAL
NEW PROVIDENCE,2020,217.7377643,11.39791,2912356.195,RURAL
NEW SHARON,2020,1349.349957,11.29527,24807154.07,RURAL PLUS
NEW VIENNA,2020,423.8580153,11.5943,13748771.87,RURAL
NEW VIRGINIA,2020,506.7576425,7.11704,10575692.07,RURAL
NEWELL,2020,834.2514446,14.25908,21963815,RURAL PLUS
NEWHALL,2020,854.2087909,9.51943,24866442.25,RURAL PLUS
NEWTON,2020,15194.56721,17.14,430209781.4,NANO- and MICROPOLITAN
NICHOLS,2020,365.288648,8.1,6612012.822,RURAL
NODAWAY,2020,101.3736028,11.00202,1649321.952,RURAL
NORA SPRINGS,2020,1364.80459,12.22129,31685757.87,RURAL PLUS
NORTH BUENA VISTA,2020,103.7793895,2.01632,4804884.461,RURAL
NORTH ENGLISH,2020,1024.897385,7.49249,19247468.39,RURAL PLUS
NORTH LIBERTY,2020,19950.07813,11.03264,894816370.4,NANO- and MICROPOLITAN
NORTH WASHINGTON,2020,126.3251433,8.1,1890742.44,RURAL
NORTHBORO,2020,49.80666756,12.6343,551125.859,RURAL
NORTHWOOD,2020,1982.272216,14.33722,53747638.55,RURAL PLUS
NORWALK,2020,11199.8026,15.40604,484239092.7,NANO- and MICROPOLITAN
NORWAY,2020,534.7940592,13.71854,13426054.24,RURAL
NUMA,2020,75.78809254,11.6863,755540.5334,RURAL
OAKLAND,2020,1476.22564,8.37,44927055.67,RURAL PLUS
OAKLAND ACRES,2020,159.4386591,6.60682,6326718.985,RURAL
OAKVILLE,2020,154.1988174,9.49915,6316916.973,RURAL
OCHEYEDAN,2020,458.658915,15.53298,12625048.59,RURAL
ODEBOLT,2020,934.0054066,14.02909,19456846.14,RURAL PLUS
OELWEIN,2020,5862.452315,17.71952,149487113.6,NANO- and MICROPOLITAN
OGDEN,2020,2023.257915,14.94912,50881736.63,RURAL PLUS
OKOBOJI,2020,849.57015,4.75,308999989.2,RURAL PLUS
OLDS,2020,242.0104608,8.1,4817780.438,RURAL
OLIN,2020,700.1971114,17.87834,10317594.18,RURAL
OLLIE,2020,195.8169299,9.46656,2726583.884,RURAL
ONAWA,2020,2810.467418,13.94064,65125912.33,URBAN CLUSTER
ONSLOW,2020,193.406788,12.31869,3014932.404,RURAL
ORANGE CITY,2020,6323.110373,14.465,215660173.9,NANO- and MICROPOLITAN
ORCHARD,2020,67.90573869,8.1,1004035.188,RURAL
ORIENT,2020,393.9839097,8.1,5633430.179,RURAL
ORLEANS,2020,614.0641158,3.25,103946995.4,RURAL
OSAGE,2020,3569.52198,13.07508,105865002.1,URBAN CLUSTER
OSCEOLA,2020,5254.433408,14.32931,152944238,NANO- and MICROPOLITAN
OSKALOOSA,2020,11629.51648,13.9709,289634352.2,NANO- and MICROPOLITAN
OSSIAN,2020,808.6306193,12.61771,21538790.65,RURAL PLUS
OSTERDOCK,2020,56.87636425,2.53072,939266.9615,RURAL
OTHO,2020,523.7545214,15.63375,6976506.062,RURAL
OTO,2020,110.3714852,8.1,1390758.943,RURAL
OTTOSEN,2020,32.82835247,10.80906,2389240.235,RURAL
OTTUMWA,2020,24631.29261,22.45648,491047984,NANO- and MICROPOLITAN
OWASA,2020,42.44855299,9.36696,1115597.884,RURAL
OXFORD,2020,817.936788,11.27591,23526223.85,RURAL PLUS
OXFORD JUNCTION,2020,475.1376313,21.44596,5788234.546,RURAL
OYENS,2020,102.8731212,8.1,4466364.665,RURAL
PACIFIC JUNCTION,2020,434.141616,12.47498,10017959.52,RURAL
PACKWOOD,2020,220.202952,7.04901,3465561.721,RURAL
PALMER,2020,142.3918661,10.32211,4505181.447,RURAL
PALO,2020,1170.105645,13.00324,45249479.46,RURAL PLUS
PANAMA,2020,211.1446083,8.1,7190667.751,RURAL
PANORA,2020,1086.919717,17.16833,32981856.22,RURAL PLUS
PANORAMA PARK,2020,170.6036259,5.80405,3939315.645,RURAL
PARKERSBURG,2020,1947.71881,13.49488,66729993.87,RURAL PLUS
PARNELL,2020,227.1101484,7.73868,4527027.77,RURAL
PATON,2020,230.4677972,10.84157,6812974.48,RURAL
PATTERSON,2020,159.1654697,11.08788,2252619.4,RURAL
PAULLINA,2020,959.8446469,12.23401,24530125.47,RURAL PLUS
PELLA,2020,10510.6088,10.2,497243863.1,NANO- and MICROPOLITAN
PEOSTA,2020,1941.405806,8.13055,133481311.6,RURAL PLUS
PERRY,2020,8418.566898,17.79878,137213174.4,NANO- and MICROPOLITAN
PERSIA,2020,303.1507254,12.28662,5473573.958,RURAL
PETERSON,2020,301.540405,16.27615,6803740.507,RURAL
PIERSON,2020,374.3808958,18.0208,6544953.583,RURAL
PILOT MOUND,2020,170.5563551,10.81541,2421997.149,RURAL
PIONEER,2020,13.30922442,6.64166,3723970.738,RURAL
PISGAH,2020,254.9753037,20.68183,3851923.282,RURAL
PLAINFIELD,2020,414.1897105,14.98975,8713076.599,RURAL
PLANO,2020,62.46257625,6.56967,963457.7218,RURAL
PLEASANT HILL,2020,10719.68561,11.5,542777059.6,NANO- and MICROPOLITAN
PLEASANT PLAIN,2020,94.79909633,8.1,1746143.132,RURAL
PLEASANTON,2020,34.86487886,5.42964,491210.7119,RURAL
PLEASANTVILLE,2020,1707.548377,12.86831,44414455.11,RURAL PLUS
PLOVER,2020,66.73117346,10.79061,2502133.069,RURAL
PLYMOUTH,2020,360.5640114,14.86507,8509841.214,RURAL
POCAHONTAS,2020,1609.074282,15.65868,44626288.86,RURAL PLUS
POLK CITY,2020,4682.068085,9.91227,231281573.1,URBAN CLUSTER
POMEROY,2020,582.5107047,19.82304,16218108.74,RURAL
POPEJOY,2020,72.82314552,9.94103,1066008.004,RURAL
PORTSMOUTH,2020,182.4098302,8.1,5587760.004,RURAL
POSTVILLE,2020,2386.603477,15.47549,41631816.86,RURAL PLUS
PRAIRIE CITY,2020,1705.582728,10.59777,41814146.37,RURAL PLUS
PRAIRIEBURG,2020,172.3268529,8.82965,3331967.285,RURAL
PRESCOTT,2020,237.6792169,12.79786,2603132.439,RURAL
PRESTON,2020,935.7485549,9.30123,28702820.28,RURAL PLUS
PRIMGHAR,2020,828.9056838,15.51334,17613431.64,RURAL PLUS
PRINCETON,2020,942.6181992,9.79527,37011000.59,RURAL PLUS
PROMISE CITY,2020,99.7549176,8.41443,1118889.839,RURAL
PROTIVIN,2020,272.6805952,11.3372,7492517.214,RURAL
PULASKI,2020,280.7620358,11.30755,3314416.216,RURAL
QUASQUETON,2020,521.3852068,11.53629,10194817.63,RURAL
QUIMBY,2020,305.5316316,12.56384,4501388.235,RURAL
RADCLIFFE,2020,535.6601036,10.64672,13024636.9,RURAL
RAKE,2020,208.4364293,11.43661,8227773.335,RURAL
RALSTON,2020,60.38493987,8.72106,14384278.62,RURAL
RANDALIA,2020,55.76704906,11.32472,585478.4671,RURAL
RANDALL,2020,161.7302284,10.21816,4905727.483,RURAL
RANDOLPH,2020,138.5954579,11.80211,5479063.43,RURAL
RATHBUN,2020,86.32580084,10.45093,1237720.761,RURAL
RAYMOND,2020,829.0938412,6.91756,25845644,RURAL PLUS
READLYN,2020,823.7097594,12.62177,23449621.87,RURAL PLUS
REASNOR,2020,152.8406059,14.2245,2793748.402,RURAL
RED OAK,2020,5288.902626,17.69261,127882138.2,NANO- and MICROPOLITAN
REDDING,2020,61.30609291,8.1,945689.8087,RURAL
REDFIELD,2020,850.3538151,15.22623,20155291.29,RURAL PLUS
REINBECK,2020,1650.94598,12.12319,51394944.52,RURAL PLUS
REMBRANDT,2020,205.4927194,9.36739,2471759.09,RURAL
REMSEN,2020,1671.346581,13.00405,56312989.72,RURAL PLUS
RENWICK,2020,250.4287499,11.41766,14837508.5,RURAL
RHODES,2020,312.8329014,8.1,4584760.327,RURAL
RICEVILLE,2020,781.9415316,17.43237,18802667.17,RURAL
RICHLAND,2020,590.7614079,10.69375,12600604.85,RURAL
RICKARDSVILLE,2020,184.7907818,1.50008,6626849.403,RURAL
RICKETTS,2020,146.6614668,16.01292,886434.6239,RURAL
RIDGEWAY,2020,293.8034124,7.79911,10392440.98,RURAL
RINARD,2020,49.09206537,21.1793,903046.0317,RURAL
RINGSTED,2020,370.8146672,15.78319,5927295.67,RURAL
RIPPEY,2020,285.2099582,12.11555,4366186.319,RURAL
RIVERDALE,2020,430.3300418,9.39248,57157195.4,RURAL
RIVERSIDE,2020,1068.789621,8.1,86206329.32,RURAL PLUS
RIVERTON,2020,270.0726985,15.44548,3472357.761,RURAL
ROBINS,2020,3913.751042,7.71136,182661646.6,URBAN CLUSTER
ROCK FALLS,2020,153.8740724,6.58433,4751970.414,RURAL
ROCK RAPIDS,2020,2475.701043,16.66248,80241491.22,RURAL PLUS
ROCK VALLEY,2020,3850.904096,13.48084,154118736,URBAN CLUSTER
ROCKFORD,2020,842.6406246,13.50573,16169610.15,RURAL PLUS
ROCKWELL,2020,1064.541559,10.28839,27173986.23,RURAL PLUS
ROCKWELL CITY,2020,2119.738238,22.38723,30847408.57,RURAL PLUS
RODMAN,2020,40.7194486,10.90998,969395.0254,RURAL
RODNEY,2020,56.50773059,11.90846,734628.3714,RURAL
ROLAND,2020,1382.498226,14.65805,37902956.9,RURAL PLUS
ROLFE,2020,510.643336,19.73505,10620451.66,RURAL
ROME,2020,98.79900288,8.1,1027709.764,RURAL
ROSE HILL,2020,178.3830316,8.1,1196619.253,RURAL
ROSSIE,2020,57.77636677,8.1,1300311.113,RURAL
ROWAN,2020,157.9797239,15.52894,1847164.502,RURAL
ROWLEY,2020,269.7764269,8.02739,6745397.485,RURAL
ROYAL,2020,419.787977,10.01147,11126033.05,RURAL
RUDD,2020,348.6064855,12.65975,9579178.099,RURAL
RUNNELLS,2020,536.4946079,11.72672,12849935.45,RURAL
RUSSELL,2020,549.6440386,12.03256,6385855.533,RURAL
RUTHVEN,2020,705.741405,9.75425,11714000.52,RURAL
RUTLAND,2020,97.65118396,10.2636,3462764.738,RURAL
RYAN,2020,349.1324084,14.27906,12093156.7,RURAL
SABULA,2020,543.3497531,10.94235,13615245.79,RURAL
SAC CITY,2020,2019.545751,19.71405,44836636.91,RURAL PLUS
SAGEVILLE,2020,98.77540754,0,7296155.65,RURAL
ST. ANTHONY,2020,123.3663577,9.2103,1427305.926,RURAL
ST. CHARLES,2020,665.8940741,12.78883,16411404.62,RURAL
SALEM,2020,380.0888423,14.4622,4430094.238,RURAL
SALIX,2020,390.1774283,8.37,8410652.811,RURAL
SANBORN,2020,1366.361144,13.1252,40449499.93,RURAL PLUS
SANDYVILLE,2020,51.41757952,7.95448,1373214.946,RURAL
SCARVILLE,2020,68.43442165,6.58074,3716916.998,RURAL
SCHALLER,2020,719.8688982,12.3139,13345046.23,RURAL
SCHLESWIG,2020,848.9659624,9.33321,23906249.77,RURAL PLUS
SCRANTON,2020,516.85023,15.73196,11395943.48,RURAL
SEARSBORO,2020,142.5207995,12.58596,2209670.784,RURAL
SERGEANT BLUFF,2020,4984.112853,12.99638,148584282.1,URBAN CLUSTER
SEYMOUR,2020,663.808365,18.49991,9753890.542,RURAL
SHAMBAUGH,2020,173.8746923,11.14482,2268872.543,RURAL
SHANNON CITY,2020,63.97518857,8.1,714244.9649,RURAL
SHARPSBURG,2020,80.87881389,18.02326,759712.4378,RURAL
SHEFFIELD,2020,1079.252712,12.88733,35076464.15,RURAL PLUS
SHELBY,2020,631.1083282,10.00103,41489606.77,RURAL
SHELDAHL,2020,323.0421,6.27264,8342216.294,RURAL
SHELDON,2020,5064.769869,15.31164,170527712.9,NANO- and MICROPOLITAN
SHELL ROCK,2020,1240.542099,15.30695,37355324.91,RURAL PLUS
SHELLSBURG,2020,1033.655002,12.58583,26259721.62,RURAL PLUS
SHENANDOAH,2020,4785.521973,19.91722,110991602.5,URBAN CLUSTER
SHERRILL,2020,184.69722,1.75004,5206744.922,RURAL
SHUEYVILLE,2020,749.1175017,7.09241,43596019.39,RURAL
SIBLEY,2020,2596.152427,19.89795,57809037.79,URBAN CLUSTER
SIDNEY,2020,1033.389314,19.99396,19537439.32,RURAL PLUS
SIGOURNEY,2020,2027.031964,16.60801,48011287.26,RURAL PLUS
SILVER CITY,2020,247.5194171,11.60141,6179115.278,RURAL
SIOUX CENTER,2020,7852.127729,11.335,328572368,NANO- and MICROPOLITAN
SIOUX CITY,2020,82704.82421,15.6801,2722978801,NANO- and MICROPOLITAN
SIOUX RAPIDS,2020,741.9199887,14.28467,14711933.39,RURAL
SLATER,2020,1579.545071,14.34011,57625178.59,RURAL PLUS
SLOAN,2020,992.0921037,8.1,30158489.66,RURAL PLUS
SMITHLAND,2020,199.9158663,18.16746,2823105.724,RURAL
SOLDIER,2020,162.8900544,12.74894,2490121.755,RURAL
SOLON,2020,2653.089647,10.82842,121210481.3,URBAN CLUSTER
SOMERS,2020,93.77206347,8.1,2741378.038,RURAL
SOUTH ENGLISH,2020,195.7147754,8.89492,3351931.929,RURAL
SPENCER,2020,11019.21063,11.99999,440201040.8,NANO- and MICROPOLITAN
SPILLVILLE,2020,349.4988965,10.01938,8751835.241,RURAL
SPIRIT LAKE,2020,5207.266254,10.544,316951476.4,NANO- and MICROPOLITAN
SPRAGUEVILLE,2020,67.34378439,7.5002,2104884.487,RURAL
SPRING HILL,2020,64.50941248,8.41591,1273278.586,RURAL
SPRINGBROOK,2020,153.1544381,7.79682,3115744.785,RURAL
SPRINGVILLE,2020,1103.731573,14.47391,31406369.12,RURAL PLUS
ST. ANSGAR,2020,1061.965903,12.58049,58467977.13,RURAL PLUS
ST. DONATUS,2020,133.6072646,8.04896,3628790.035,RURAL
ST. LUCAS,2020,138.9008476,14.96022,4375800.556,RURAL
ST. MARYS,2020,132.0270469,8.1,2977150.349,RURAL
ST. OLAF,2020,104.2223036,14.42662,1813650.203,RURAL
ST. PAUL,2020,125.0092579,2.50679,3741933.497,RURAL
STACYVILLE,2020,471.4231255,9.99692,14242777.21,RURAL
STANHOPE,2020,415.0673113,12.81258,6712891.985,RURAL
STANLEY,2020,125.0194908,17.72227,1072384.496,RURAL
STANTON,2020,648.9168852,10.59878,13149335.98,RURAL
STANWOOD,2020,664.7603941,10.20469,16121929.45,RURAL
STATE CENTER,2020,1484.36343,13.3342,31353937.48,RURAL PLUS
STEAMBOAT ROCK,2020,302.6287665,13.41861,4391720.574,RURAL
STOCKPORT,2020,291.4489712,9.10662,3746006.407,RURAL
STOCKTON,2020,191.4413724,9.96034,3068789.254,RURAL
